id,text
1684,parking at school is impossible.
1685,i'll say.
1686,i drove around for half an hour.
1687,did you find a spot?
1688,"i found a spot, but someone cut in and took it from me."
1689,did you yell at them?
1690,"yes, i did."
1691,and?
1692,and he yelled back at me.
1693,how rude.
1694,but i got lucky a few minutes later.
1695,this is a huge library.
1696,"yes, it has lots of rooms and lots of space."
1697,and lots of books.
1698,and lots of thieves.
1699,what do you mean?
1700,"i mean, keep your belongings close to you."
1701,the only thing in my backpack is used books.
1702,but thieves don't know that.
1703,they might think that i've got an ipod or laptop in there.
1704,now you're thinking.
1705,you'd think a library would be safe from thieves.
1706,how good is your math?
1707,i can add two and two.
1708,so you're not very good at math?
1709,i'm terrible at math.
1710,"well, i need some help."
1711,with what?
1712,i'm taking a math course in school.
1713,"well, you should ask your teacher or your classmates for help."
1714,i can't do that.
1715,why not?
1716,they might think i'm stupid.
1717,do you believe in god?
1718,of course.
1719,do you pray to god?
1720,occasionally.
1721,when's that?
1722,when i need something.
1723,like what?
1724,"well, if i have a big test at school."
1725,does god answer your prayers?
1726,"yes, i've passed all my tests."
1727,do you ever pray for money?
1728,the cops finally found the husband.
1729,what husband?
1730,the husband of the driver who ran over two college students at 3 a.m.
1731,"oh, yeah. the girl died instantly, and the boy is still in the hospital."
1732,the husband said he tried to help the boy.
1733,"yes, he pushed him off the hood of the car."
1734,"no, he said he gently placed the boy on the street."
1735,so what? they still drove off.
1736,the husband said a fire department was nearby.
1737,so what? did he dial 911?
1738,"he said he was thinking about it, but he didn't get around to it."
1739,i don't like riding the bus.
1740,why not?
1741,the seats and windows are dirty.
1742,don't they clean the bus every night?
1743,i think they do.
1744,you should bring some wipes with you.
1745,that's a good idea.
1746,then you can wipe your seat and window.
1747,people will think i'm strange.
1748,who cares? everyone is strange.
1749,that's for sure.
1750,i don't like riding the bus.
1751,why not?
1752,"number one, it's too slow."
1753,you're right. a car is faster.
1754,"number two, it's usually late."
1755,you're right. the buses are never on time.
1756,"number three, it doesn't run 24 hours."
1757,you're right. buses don't run late at night.
1758,"number four, it's too crowded."
1759,you're right. you have to stand in the aisle.
1760,"number five, it's unsafe."
1761,we had a problem at school.
1762,what was the problem?
1763,someone cut the tires.
1764,what tires?
1765,the tires on the cars.
1766,where were the cars?
1767,they were in the student parking lot.
1768,how many tires were cut?
1769,one or two tires were cut on each car.
1770,how many cars?
1771,eleven cars.
1772,life isn't fair.
1773,it sure isn't.
1774,i got a ticket yesterday.
1775,what for?
1776,i was crossing the street.
1777,were you in a crosswalk?
1778,"yes, but the red hand was blinking."
1779,so? that's a ticket?
1780,"yes, it's a $140 ticket."
1781,that's not right!
1782,"when i started to cross the street, the white walk sign was blinking."
1783,you're driving too fast.
1784,why do you say that?
1785,the speed limit is 65.
1786,i know that.
1787,but you're doing 75.
1788,so is everyone else.
1789,but a cop might stop you.
1790,"no, he won't. some cars are doing 85."
1791,so the cop will stop those cars?
1792,of course. he stops the fastest cars.
1793,my friend got a ticket for doing 75.
1794,remember to put air in your tires.
1795,how often do i have to do that?
1796,once every two months.
1797,that's a lot.
1798,what do you mean?
1799,that's six times a year!
1800,"yes, and it takes about five minutes each time."
1801,i'll try.
1802,check your tires or you'll get a flat.
1803,oh. that's not good.
1804,"no, it isn't. a flat costs you time and money."
1805,you're driving too fast.
1806,i'm in a hurry.
1807,don't ever be in a hurry.
1808,it's not my fault. you didn't wake me up.
1809,that's not my fault. you didn't tell me to wake you up.
1810,"well, i meant to."
1811,don't ever be in a hurry when you're driving.
1812,why not?
1813,because you'll have an accident. most accidents are because people are in a hurry.
1814,how do you know that?
1815,i read a lot.
1816,let's go for a ride.
1817,where are we going?
1818,into the mountains.
1819,that sounds nice.
1820,i want to show you my new car.
1821,you bought a new car?
1822,yes. i bought a cadillac.
1823,a luxury car.
1824,luxury plus speed.
1825,what are we waiting for?
1826,let me get the keys.
1827,i have to go to the bathroom.
1828,why didn't you go before we left?
1829,"i did, but i have to go again."
1830,"well, hold on a little longer."
1831,i think i'm going to explode.
1832,just hold on.
1833,oh! don't hit any more bumps!
1834,we'll be at mcdonald's in just a few minutes.
1835,i hope they are fast minutes.
1836,think about something else. think about a hamburger.
1837,"i'm thinking, but i still have to go."
1838,where's the car?
1839,what do you mean?
1840,the car isn't here.
1841,where did you park it?
1842,i parked it right here.
1843,are you sure?
1844,yes. i remember this big tree.
1845,maybe it's the wrong tree.
1846,"no, this is the tree."
1847,did someone steal it?
1848,i sure hope not.
1849,look at this traffic.
1850,i'd rather not.
1851,it gets worse every year.
1852,why are you complaining? we're going almost 20 miles an hour.
1853,the speed limit is 65!
1854,"well, that's between 2:00 and 4:00 a.m."
1855,where are all these people going?
1856,they're all asking the same question.
1857,when are they going to fix this problem?
1858,they said they need more money.
1859,they always need more money.
1860,did you see that car?
1861,"yes, he went through the red light."
1862,can we call the police?
1863,"no, the police don't care."
1864,why not?
1865,they have to see it happen.
1866,they don't believe us?
1867,no. they can only give a ticket if they see it happen.
1868,"so, what do we do?"
1869,we don't do anything.
1870,maybe we should honk the horn next time.
1871,my car is dirty.
1872,why don't you wash it?
1873,that's what i'm going to do.
1874,are you going to wash it yourself?
1875,of course. it's not a hard job.
1876,i'll help you.
1877,"okay, i'll get a bucket."
1878,i'll rinse the car first.
1879,then we can scrub it with a wet sponge and soap.
1880,"after that, we can dry it with a towel."
1881,then it will look like new
1882,it sure is windy today.
1883,paper is flying everywhere.
1884,this wind is dangerous for drivers.
1885,especially for drivers of big trucks.
1886,the wind blows those trucks over.
1887,"it blows trees over, too."
1888,a tree fell onto my dad's car.
1889,was there much damage?
1890,my dad had to buy a new car.
1891,wow! that's terrible.
1892,never park your car under a tree.
1893,when are we going to stop?
1894,we'll stop at the next mcdonald's.
1895,how far away is that?
1896,i think we'll be there in half an hour.
1897,i hope so. i have to go to the bathroom.
1898,"well, i can always pull over."
1899,"no, thank you, i'll just wait."
1900,we can kill two birds with one stone.
1901,what do you mean?
1902,"while you're using the bathroom, i'll order some food."
1903,don't order for me. i'm not hungry.
1904,this is such a long light.
1905,look how many cars are waiting in line.
1906,they need a left-turn arrow.
1907,only two cars can make a left turn every three or four minutes.
1908,we'll be here forever.
1909,get out of this lane.
1910,but we need to turn left.
1911,forget it. go straight.
1912,then what?
1913,then we'll just make a u-turn.
1914,and then we can turn right at the light.
1915,i need a cheap car.
1916,how much money do you have?
1917,"$1,000.00†"
1918,"well, that should get you something."
1919,but i need something that's reliable.
1920,you need a car with low mileage.
1921,a car that was owned by a little old lady.
1922,where have you looked?
1923,i haven't looked anywhere yet.
1924,why not?
1925,because i'll never find one for such a low price.
1926,"good afternoon, officer."
1927,"your driver's license and registration, please."
1928,here you go.
1929,do you know why i pulled you over?
1930,i have no idea. all of a sudden i heard your siren.
1931,you rolled through that stop sign back there.
1932,but i stopped!
1933,"no, you didn't. you slowed down, but you didn't come to a full stop."
1934,"well, nobody else does, so why should i?"
1935,that's not the attitude of a good driver.
1936,but i am a good driver. i've never had a ticket in my life.
1937,$140. i can't believe it.
1938,what are you talking about?
1939,i got a ticket downtown for $140.
1940,were you speeding?
1941,"no, i was crossing the street."
1942,were you jaywalking?
1943,"no, i was in the crosswalk."
1944,so why did you get a ticket?
1945,the officer said the red hand was blinking.
1946,was it blinking when you entered the crosswalk?
1947,"no, the white walk sign was blinking."
1948,they were in a crosswalk near school at 3 a.m.
1949,who?
1950,two students from usc.
1951,what happened?
1952,"a speeding car ran a red light, killing the girl."
1953,what happened to the other student?
1954,he landed on the hood of the car.
1955,did he get off the hood?
1956,"no, the car stopped and the passenger pushed the injured student off the hood."
1957,i'll bet the car continued on its way.
1958,of course it did. why stop after you've run over two people?
1959,what happened to your car?
1960,i got a dent in the parking lot.
1961,how did you get it?
1962,i don't know. maybe it was from a shopping cart.
1963,those shopping carts are dangerous.
1964,especially the metal ones.
1965,i don't park at a store that uses metal shopping carts.
1966,"that's a good idea, but there was a good sale at this store."
1967,did you save any money on the sale?
1968,"yes, i did. i saved about $50."
1969,that's great.
1970,"did you see ""titanic""?"
1971,yes. it is a great movie.
1972,i saw it twelve times.
1973,i saw it eight times.
1974,i have the dvd.
1975,so do i.
1976,let's go to your home.
1977,we can watch my dvd.
1978,and then we can go to my home.
1979,and watch your dvd.
1980,i always cry at the end.
1981,let's play cards.
1982,i don't know any card games.
1983,i'll teach you one.
1984,okay. what will you teach me?
1985,it's called poker.
1986,is it easy to learn?
1987,"yes, it will only take about 30 minutes."
1988,okay. teach me how to play.
1989,we each get five cards.
1990,"oh, look. i have four tens."
1991,"that's great, but you're not supposed to tell me."
1992,i'm a good card player.
1993,why is that?
1994,because i watch the other players.
1995,what do you mean?
1996,people will tell you if they have a good hand.
1997,how do they do that?
1998,"for example, a friend of mine licks his lips."
1999,"when he licks his lips, you know he has a good hand?"
2000,"i know he has a good hand, so i don't bet."
2001,he never wins your money?
2002,"nope, and it drives him crazy."
2003,"turn the radio down, please."
2004,but i'm listening to it.
2005,"well, listen to it more quietly."
2006,i can't wait till i grow up.
2007,what will you do?
2008,i will play the radio as loud as i want.
2009,that's okay with me.
2010,i will have a radio in every room of my house.
2011,remind me to never visit you.
2012,all the radios will be on extra loud.
2013,your neighbors will hate you.
2014,i hope i win the lotto.
2015,your chances are very small.
2016,but you can't win if you don't play.
2017,ha! you can't win if you do play.
2018,someone has to win.
2019,that's what everyone says.
2020,it might as well be me.
2021,that's what everyone says.
2022,you're trying to tell me something.
2023,that didn't take long.
2024,you think i should quit playing.
2025,what's on tv?
2026,nothing much.
2027,what about the baseball game?
2028,it got rained out.
2029,rained out?
2030,"yes, rained out."
2031,how could that be?
2032,"well, you can't play baseball in a rainstorm."
2033,i thought they were playing under a dome.
2034,the dome doesn't close.
2035,why doesn't it close?
2036,can i try your coffee?
2037,sure. here you go.
2038,"hmm, that's not bad."
2039,there's nothing in it.
2040,what do you mean?
2041,"i mean, it's just coffee."
2042,i figured that.
2043,it's not too bitter for you?
2044,"it's a little bitter, but it's okay."
2045,there's no sugar or cream in it.
2046,"no, it's a taste you have to get used to."
2047,let's take a walk.
2048,what's the weather like?
2049,let me step outside and see.
2050,"it's a little chilly, right?"
2051,"yes, it is."
2052,i'll put on my cap.
2053,"wear a jacket, too."
2054,i wonder if i should bring my gloves.
2055,"maybe you should, just in case it gets colder."
2056,i'll put a glove in each pocket.
2057,we'll get warmer as we walk.
2058,look at the car chase on tv!
2059,that driver is crazy.
2060,i can't believe he hasn't crashed.
2061,how fast is he going?
2062,they say he's going 80 miles per hour.
2063,he's going to kill someone.
2064,look! he just hit that car.
2065,"oh, my goodness. no one is safe on the streets."
2066,now he's slowing down.
2067,maybe he ran out of gas.
2068,look! he just got out of the car and started running.
2069,tv news is so stupid.
2070,they shouldn't even call it news.
2071,last night they told us about a cat in a sofa.
2072,yesterday they told us about a dog in a pipe.
2073,last week they told us about a bear in a back yard.
2074,last month they told us about a mouse in a restaurant.
2075,the weatherman tells us the temperature in every town.
2076,the sports guy shows us players fighting.
2077,"they always tell us ""what's next."""
2078,"they always make ""what's next"" sound exciting, but it never is."
2079,it's more like news for kids.
2080,i love my computer.
2081,computers are so cool.
2082,i love to go online.
2083,the internet is amazing.
2084,you can travel all over the world.
2085,i know. i went to china yesterday.
2086,what did you do?
2087,i stood on the great wall and looked all around.
2088,what was it like?
2089,it was like the real thing.
2090,it was like being there?
2091,the beatles are the best.
2092,they are the best musical group ever.
2093,i love all their songs.
2094,i don't know which one i like the best.
2095,i like the ones i can sing along with.
2096,"so do i, like ""she loves you."""
2097,"""she loves you, yeah, yeah, yeah!..."""
2098,"""√Ç‚Ä¶and you know you should be glad!"""
2099,what a great song.
2100,"how about ""let it be?"""
2101,"oh, yes! ""let it be, let it be√Ç‚Ä¶"""
2102,let's go to a movie.
2103,i'd rather not.
2104,why not?
2105,you know i don't like crowds.
2106,let's go to an early movie.
2107,"okay, that won't be very crowded."
2108,what would you like to see?
2109,"oh, i don't care. you're the one who wants to go out."
2110,"well, i want to see ""the pursuit of happyness."""
2111,what have you heard about it?
2112,it's based on a true story about a divorced man and his young son.
2113,what's your favorite thing to do?
2114,i like to watch people.
2115,that's your favorite thing to do?
2116,"well, it's one of them."
2117,where do you go to watch people?
2118,my girlfriend and i sit outside starbucks.
2119,that sounds like a good spot.
2120,we watch people walk by with their dogs.
2121,i guess you see lots of different dogs.
2122,we don't even know what kind most of them are.
2123,"there are lots of different kinds, but they all have one thing in common."
2124,they call him father dollar bill.
2125,"yes, he was on the tv news today."
2126,every easter sunday he gives away money.
2127,is it his money?
2128,no. movie stars give him money to give to homeless people.
2129,how much money does he give away?
2130,"this year he gave away $15,000."
2131,that's a lot of money.
2132,he gave $100 to people in wheelchairs.
2133,what about the other homeless people?
2134,they got $1 each.
2135,old movies are the best.
2136,even though they're in black and white.
2137,a good story is more important than color.
2138,actors didn't curse back then.
2139,and there was no violence.
2140,people today don't like that.
2141,"no, today people like lots of action."
2142,i like a good story.
2143,i like to see actors who are like real people.
2144,like real people with real problems.
2145,they still make movies like that.
2146,do you get pbs on tv?
2147,"yes, everybody gets the public broadcasting system."
2148,it puts me to sleep.
2149,tell me about it.
2150,a gardening show follows a knitting show.
2151,a cooking show follows a sewing show.
2152,a travel show follows another travel show.
2153,i'll say! i've gone around the world a dozen times already!
2154,now they're adding old tv shows to the old movies.
2155,i sure would like to see something interesting for a change.
2156,"if more people donate money, pbs could offer new shows."
2157,"i love to watch ""judge judy."""
2158,is that a tv show?
2159,yes. it's on every afternoon.
2160,what's so good about it?
2161,they have interesting lawsuits.
2162,such as?
2163,"yesterday, a woman complained about a cell phone she bought on ebay."
2164,was something wrong with the phone?
2165,it works only in canada.
2166,did the seller know that?
2167,"yes, and he didn't tell the buyer."
2168,that woman is a very good singer.
2169,"yes, but she looks like a man."
2170,what difference does it make?
2171,female singers are supposed to be pretty.
2172,singers are supposed to sound good.
2173,"they should look good, too."
2174,there are lots of ugly men singers.
2175,men singers don't have to look good.
2176,then neither do women singers.
2177,"well, i would never buy her cd."
2178,but you would buy her cd if she was pretty?
2179,all the tv stations are going to go digital.
2180,"yes, that will occur next month."
2181,most of them are already broadcasting in digital.
2182,the digital signal is very clear.
2183,"oh, no, it isn't!"
2184,what do you mean?
2185,i can't get a single channel.
2186,do you have a digital tv?
2187,of course. but i don't have cable.
2188,"you don't need to have cable, but you do need a good antenna."
2189,but i have rabbit ears.
2190,i've got a date for you.
2191,"oh, really?"
2192,are you interested?
2193,maybe. what is she like?
2194,she's got a great personality.
2195,uh-oh. that means that she's fat and ugly.
2196,she's cute.
2197,"okay, so she's not ugly; she's just fat."
2198,she weighs 98 pounds.
2199,"okay, she's not fat. so what's the problem with her?"
2200,who said there is a problem with her?
2201,i think you're very pretty.
2202,thank you.
2203,would you have dinner with me?
2204,i would like to.
2205,can i pick you up friday night?
2206,what time?
2207,eight o'clock.
2208,that sounds great.
2209,we'll go to a french restaurant.
2210,i've never been to a french restaurant.
2211,i think you'll love the food.
2212,you have pretty eyes.
2213,thank you. so do you.
2214,i wish my eyes were blue.
2215,what's the matter with green eyes?
2216,"nothing, except my favorite color is blue."
2217,maybe in your next life you'll have blue eyes.
2218,but what if i'm a fish in my next life?
2219,i think some fish have blue eyes.
2220,i hope i don't come back as a fish.
2221,i hope i come back as a cat.
2222,cats have beautiful eyes.
2223,i love you.
2224,"i love you, too."
2225,i loved you the first day i saw you.
2226,it was love at first sight?
2227,"yes, it was love at first sight."
2228,i didn't love you at first.
2229,i know. i had to chase you for a while.
2230,"yes, you chased me and then you caught me."
2231,now you're mine forever.
2232,and you're mine forever.
2233,we'll grow old together.
2234,i'm in love with that girl.
2235,have you told her?
2236,of course not.
2237,why not?
2238,she would laugh at me.
2239,how do you know?
2240,because they always do.
2241,maybe she's different.
2242,they're all the same.
2243,just ask her out to dinner.
2244,and then what?
2245,give me a hug.
2246,i'm not in the mood.
2247,what's the matter?
2248,i saw you looking at that woman.
2249,what woman?
2250,"you know, that woman with the big boobs."
2251,i was not looking at her.
2252,"you were, too."
2253,i'm not interested in her.
2254,then why were you looking at her?
2255,i was looking at something else.
2256,would you like to go on a blind date?
2257,you must be joking.
2258,"no, i'm serious."
2259,i don't want to date a blind woman.
2260,a blind date doesn't mean that she is blind!
2261,what does it mean?
2262,a blind date is a date with someone you don't know.
2263,why would i date someone i don't even know?
2264,to try something new and exciting.
2265,what if i don't like her?
2266,i have a date tomorrow night.
2267,really? who with?
2268,a girl i met at the market.
2269,you met a girl at the supermarket?
2270,she was standing behind me in a really slow line at the checkout counter.
2271,what did you say to her?
2272,"i had two pineapples in my cart, and she asked where i had found them."
2273,she asked you about your pineapples?
2274,"i told her i had gotten the last two on the shelf, but i offered her one of mine."
2275,that was nice of you.
2276,"she asked me how she could return the favor, so i asked her out."
2277,did you have a date friday night?
2278,"yes, in fact, i did."
2279,who did you go out with?
2280,a man i met in a coffee shop.
2281,where did you go?
2282,we went to a nice restaurant.
2283,anywhere else?
2284,then we went to a jazz club.
2285,that sounds like a nice date.
2286,"yes, it was pleasant."
2287,but you won't date him again?
2288,i had the worst date the other night.
2289,what happened?
2290,"first of all, he was half an hour late."
2291,that's not a good start.
2292,then he didn't bother to apologize.
2293,that's rude.
2294,then he drove too fast to the restaurant.
2295,that's dangerous.
2296,i thought about getting out and taking a taxi home.
2297,what happened at the restaurant?
2298,"we had a $40 meal, and he left a $1 tip!"
2299,i don't like that man.
2300,why not?
2301,he's a dirty old man.
2302,what do you mean?
2303,"he's old enough to be my father, yet he asked me out."
2304,"well, you can't blame a man for asking."
2305,he should act his age.
2306,but a lot of old people are still interested in dating.
2307,they should find a nice hobby.
2308,just wait until you're 50 years old.
2309,dating will be the furthest thing from my mind.
2310,does your girlfriend ever make you angry?
2311,sometimes.
2312,what does she do?
2313,"just yesterday, i told her i wouldn't trade her for all the money in the world."
2314,that was a nice thing to say.
2315,that's what i thought.
2316,what did she say?
2317,she laughed! she didn't believe me.
2318,that wasn't very nice of her.
2319,she said that nothing is more important to me than money.
2320,what did you say?
2321,some people have good noses.
2322,i wish i had a good nose. mine is way too big.
2323,i don't mean good-looking. i mean good-smelling.
2324,oh. but that can be a curse.
2325,"yes, because you can be too sensitive to odors."
2326,i'll say. my girlfriend has a nose like a drug dog.
2327,did she catch you using drugs?
2328,sort of. she knows whenever i sneak a cigarette.
2329,you don't need a good nose for that√Ç‚Äîcigarettes stink.
2330,"but when i sneak just one cigarette in the morning, she can smell it that evening!"
2331,"boy, that is a good nose."
2332,let's go out to eat.
2333,that sounds like fun.
2334,where do you want to go?
2335,let me think a minute.
2336,i feel like chinese.
2337,that sounds delicious.
2338,i know a good chinese restaurant.
2339,how far away is it?
2340,it's only 10 minutes from here.
2341,do we need reservations?
2342,"oh, no. we can walk right in."
2343,i can't believe how long this line is.
2344,"this is a popular restaurant, isn't it?"
2345,"yes, but it isn't a fast-food restaurant, is it?"
2346,it's the slowest hamburger in town.
2347,that's because they cook it while you wait.
2348,yes. that's why it's also the best hamburger in town.
2349,a great burger and great service.
2350,"yes, the workers are very polite."
2351,and they're clean.
2352,i've been coming here for years.
2353,me too.
2354,lunch was delicious.
2355,thank you.
2356,what kind of soup was that?
2357,it was tomato soup.
2358,that tasted so good.
2359,i put lemon and butter in it.
2360,"the sandwich was good, too."
2361,everyone likes bacon and tomato sandwiches.
2362,especially on toast.
2363,"and the pickles were great, too."
2364,tomorrow we'll have rice and fish for lunch.
2365,i'm calling the waiter.
2366,what's the matter?
2367,this steak has too much fat.
2368,what do you want the waiter to do?
2369,bring me a better steak.
2370,i wouldn't do that.
2371,why not?
2372,"they will drop the new steak on the floor, step on it, and then spit on it."
2373,you're crazy.
2374,then the waiter will give you a big smile as he brings you the new steak.
2375,where do you get these crazy ideas?
2376,let's leave.
2377,but we just got here.
2378,did you see the waiter's hands?
2379,no.
2380,he had dirty fingernails.
2381,really?
2382,his nails were black!
2383,that's disgusting.
2384,and he poured water into our glasses.
2385,yuck! no water for me.
2386,"i wonder if the cooks' nails are dirty, too."
2387,this hot bread is delicious.
2388,i like this restaurant because they give you free bread.
2389,"well, i think we are paying for it."
2390,no. look at the bill when we get it. there's no charge for the bread.
2391,"it is delicious, especially with butter."
2392,i think we should just leave after we fill up on the bread.
2393,they probably wouldn't like that.
2394,i'm eating so much bread that i'm getting full.
2395,then stop eating the bread!
2396,"okay, just one more piece. pass the butter, please."
2397,"if i owned a restaurant, i would never serve hot bread before the main course."
2398,is this a clean restaurant?
2399,"well, the tables and chairs look okay."
2400,"okay, let's sit down."
2401,check out the silverware.
2402,it passes inspection.
2403,here comes the waiter. see if his hands and nails are clean.
2404,"well, the waiter looked clean, so i guess it's okay to eat here."
2405,you're forgetting about the bathroom.
2406,i'm going to just hope that the bathroom is clean.
2407,you're not going to examine it before we order dinner?
2408,"no, i'd rather not find out that it's dirty, because i'm pretty hungry right now."
2409,have you seen our waiter?
2410,here he comes now.
2411,we've been sitting here for almost 10 minutes.
2412,"oops, i guess i was wrong. that isn't our waiter."
2413,"we can give him five more minutes, and then leave."
2414,i'll go up front and talk to the manager.
2415,that's a good idea.
2416,maybe they'll give us free drinks for waiting so long.
2417,maybe he'll send us our waiter immediately.
2418,"every time we eat out, it's an adventure."
2419,"last time, we got seats next to the kitchen."
2420,is this table okay?
2421,"no, it's too close to the kitchen door."
2422,how about this table?
2423,"no, it's too close to the front door."
2424,this looks like a nice table.
2425,"no, it's too close to the salad bar."
2426,"okay, i give up."
2427,"well, there is one good table."
2428,great. which one?
2429,i don't believe the art world.
2430,what is it this time?
2431,an andy warhol drawing.
2432,he's a famous artist.
2433,he drew two butterflies and a flower on a napkin in a restaurant.
2434,did he sign it?
2435,yes.
2436,is it beautiful?
2437,it's just black ink on a white napkin. and the napkin has food stains!
2438,so it's not worth much?
2439,"only about $30,000."
2440,can we go to the baseball game?
2441,of course.
2442,i love baseball.
2443,so do i.
2444,i love to eat the peanuts.
2445,i love to eat the hot dogs.
2446,i hope we'll see a home run.
2447,i hope we'll catch a foul ball.
2448,bring a jacket.
2449,yes. it gets a little cool at night.
2450,bring a glove to catch a foul ball.
2451,golf is a silly game.
2452,it certainly is.
2453,you hit a white ball.
2454,and then you chase it.
2455,and then you hit it again.
2456,"finally, you put the ball into a hole in the ground."
2457,"you do this 18 times, because there are 18 holes."
2458,what's the point?
2459,how can it be fun?
2460,they pay money to play this silly game!
2461,i think golfers have a mental problem.
2462,do you want to go fishing?
2463,yes. that's a good idea.
2464,where do you want to go?
2465,we can go to the river.
2466,or we can go to the lake.
2467,or we can go to the ocean.
2468,let's go to the lake.
2469,yes. the lake is only 10 miles away.
2470,we can be there in 20 minutes.
2471,i'll get our fishing rods.
2472,i'll get the bait.
2473,baseball is fun.
2474,i like to hit the ball.
2475,i like to run around the bases.
2476,i like to slide into the bases.
2477,yeah. it's a lot of fun to slide.
2478,i want to be a baseball player when i grow up.
2479,me too. i want to play for the yankees.
2480,not me. i want to play for the dodgers.
2481,we have to practice every day.
2482,i don't like practice.
2483,me neither. it's boring.
2484,let's go jogging.
2485,that's a good idea.
2486,i bought some new shoes.
2487,are they comfortable?
2488,they're very comfortable.
2489,how much were they?
2490,they were on sale for $80.
2491,do they help you run faster?
2492,"no, but my feet don't hurt anymore."
2493,then they're worth every penny.
2494,you might want to buy a pair.
2495,tiger is the greatest golfer in the world.
2496,you can say that again.
2497,but i'm worried about tiger.
2498,why is that?
2499,because he likes to scuba dive.
2500,what's wrong with that?
2501,it can be dangerous.
2502,you mean he could drown.
2503,he shouldn't scuba dive until he retires.
2504,but he dives to relax.
2505,"he might relax, but it makes me nervous."
2506,did you watch that golf tournament?
2507,the one that tiger won?
2508,how did he do it?
2509,it was nothing for him.
2510,he sank a 20-foot putt on the last hole to win by one stroke!
2511,he sank a 25-footer last year at the same tournament to win by one stroke.
2512,i think he is from outer space.
2513,no human could possibly play golf that well.
2514,"whenever he needs a shot to win a tournament, he makes that shot."
2515,no human can do that.
2516,somebody should check his birth record.
2517,who's the greatest baseball player?
2518,there are so many great players.
2519,"yes, but who is the greatest?"
2520,i'd have to say babe ruth.
2521,most people would say that.
2522,he changed the game.
2523,"yes, he made the home run popular."
2524,"everybody loved him, all over the nation."
2525,he helped make the yankees the best team ever.
2526,"and ruth was a good person, too."
2527,he always visited hospitals to cheer up sick kids.
2528,did you hear what happened at the baseball game?
2529,"no, please tell me."
2530,someone punched out someone.
2531,that's not nice.
2532,it's worse than that.
2533,how so?
2534,two guys got into an argument.
2535,i'll bet they were drinking.
2536,a third guy punched one of the two guys.
2537,"i'll bet he was drinking, too."
2538,the victim hit his head on the concrete steps and died.
2539,i want to go to the ball game.
2540,is there a game tonight?
2541,"yes, it starts at 7 p.m."
2542,can we get tickets?
2543,"yes, but only the cheap tickets."
2544,how much are they?
2545,they're only $5 each.
2546,that's a good price.
2547,"yes, it's cheaper than a hot dog or a beer."
2548,where are the seats?
2549,they're behind the outfield.
2550,golf is so hard.
2551,what's so hard about hitting a little white ball?
2552,it's hard if you want to do it right.
2553,you mean like tiger?
2554,"no, like a good amateur golfer."
2555,what's so hard about golf?
2556,there are so many things you have to do right.
2557,like what?
2558,"like keep your left arm straight, keep your head down, and follow through."
2559,yikes! who can remember all that?
2560,you need to get a lot of lessons when you're really young.
2561,did you hear about the ball player?
2562,the home run hitter on drugs?
2563,he said a doctor helped him with a personal problem.
2564,he said he wasn't using drugs.
2565,he apologized to the fans.
2566,the league suspended him for 50 games.
2567,that will cost him some money.
2568,"yes, about $7 million."
2569,that will teach him a good lesson.
2570,he probably won't use drugs anymore.
2571,but it won't stop other players from using drugs.
2572,why is there so much crime?
2573,because parents don't teach their kids right from wrong.
2574,is that it?
2575,"also, there aren't enough police."
2576,but there are a lot of police.
2577,there's only one police officer per 100 criminals.
2578,can't we hire more police?
2579,no. it costs too much money.
2580,doesn't crime cost more than police?
2581,"yes, it does."
2582,so it would be cheaper to hire more police?
2583,this is a great neighborhood.
2584,"yes, it is."
2585,people are friendly.
2586,"yes, they are."
2587,the streets and sidewalks are clean.
2588,"yes, they are."
2589,there's a real nice park nearby.
2590,"yes, there is."
2591,i feel safe here.
2592,there is no crime here.
2593,i wish i could move here.
2594,the house burned down.
2595,what happened?
2596,the man fell asleep.
2597,was he smoking?
2598,"yes, he was smoking a cigarette."
2599,did he die?
2600,"yes, he did. his cat died, too."
2601,that's too bad. what about his smoke alarm?
2602,the battery was dead.
2603,a good battery would have saved his life.
2604,"he had cigarettes, but no battery."
2605,they say he has started fifteen big fires.
2606,he's been in jail three times already.
2607,why did they ever let him out?
2608,it's the law. they can't keep him in jail forever.
2609,why not? everyone knows he's a firebug. he loves to start fires.
2610,i don't know. sometimes the law doesn't make sense.
2611,but his latest fire killed someone.
2612,this time they have charged him with murder.
2613,so maybe he'll go to jail forever?
2614,i sure hope so.
2615,someone should set him on fire.
2616,put your seatbelt on.
2617,why?
2618,because it will protect you in case of an accident.
2619,but it's uncomfortable.
2620,it's the law.
2621,it's so much trouble.
2622,it's common sense.
2623,it's so tight that it's hard for me to breathe.
2624,hold your breath till we get there.
2625,"okay, my seatbelt is on."
2626,i'm glad you don't complain very much.
2627,what are you doing?
2628,i'm going to change the light bulb. it burnt out.
2629,what are you standing on?
2630,a couple of dictionaries and some textbooks.
2631,are you crazy?
2632,what's the matter?
2633,those books will slip and you'll fall.
2634,it's only a couple of feet.
2635,"what if you fall while you're holding the light bulb, and it breaks and pieces go into your eyes?"
2636,i never thought about that.
2637,you'd be blind for the rest of your life!
2638,did you see that puddle of water on the floor?
2639,yes. i called for a clean-up.
2640,a puddle of water is very dangerous.
2641,it isn't easy to see.
2642,but it's real easy to slip on.
2643,especially on these slick floors.
2644,someone who slips could hurt their back.
2645,they could even crack their head open.
2646,we should stand here till the clean-up person gets here.
